gene	0 somites	05 somites	10 somites	15 somites	20 somites	30 somites	larval-2dpf	larval-3dpf	larval-5dpf	larval-10dpf
CR388030.1	0	0	0	0	0	0	0	0	0	0
CR388030.2	0	0	0	0	0	0	0	0	0	0
CR388091.1	0	0	0	0	0	0	0	1.60823414	0	0
CR388129.1	1.394979201	5.779286664	11.62168032	14.32424958	20.0023024	44.14564907	33.6387998	184.2272517	696.1644255	710.7748091
CR388168.1	0	0.27282278	0	0	1.387577729	0	0	4.248549591	0	0
CR388168.2	2.244796803	8.134948397	20.14625097	7.649091642	10.06712222	11.44736547	65.23061816	157.3606173	67.29324535	164.2164352
CR388168.3	0	1.233432387	0	1.778938831	0	1.044367084	1.438434923	0	0	0.657548662
CR388207.1	0.202101855	1.120470646	4.812556716	13.22978597	8.060819031	7.881883817	10.02336359	9.42652428	11.8313302	9.080004091
CR388207.2	0	0	0	0	0	0	0	0	0	0
CR388373.1	0	0	1.072728661	0.759437509	0.565029895	0	2.299908117	3.577052524	3.644515159	14.31151813
CR388373.2	14.43310701	115.0034834	37.26577354	23.58912352	50.79154389	129.5785464	170.9694227	142.5123389	57.51862034	162.9970874
CR388373.3	0.3321487	0.10722021	0.348402153	1.123488242	0.906539345	1.074282121	7.500601861	32.63141242	19.56437573	41.90161814
CR388392.1	0	0	0.107253554	0	0	0	0	0	0	0
CR391935.1	0	0	0	0	0	0	0	0	0	0
CR391935.2	0	0	0	0	0	0	0	0	0	0
CR407550.1	0	0.332193345	0.203765592	0.66104771	0.531190988	0.176012953	1.467782305	136.4192377	0	31.32145417
CR450824.1	7.399398097	4.431600431	6.57191262	3.081313645	2.224061648	3.408307765	15.48495383	17.85994846	16.68083534	9.518760551
CR450824.2	0.503847651	0	0.208016988	0.547811073	2.062531204	2.169140897	6.001550639	60.32620932	9.353676918	15.76152008
CR450832.1	9.600147966	41.34997523	43.05473852	16.21253483	20.60786444	13.71076614	57.07020397	21.41130805	39.46428404	27.85574253
CR457441.1	0	0	0	0	0	0	0	0	0	2.46548326
CR548634.1	2.443837937	2.901425332	5.238154309	5.308740029	12.02070398	6.800318344	12.53806442	53.80083638	62.60284842	80.48121635
CR548634.2	55.31675466	185.117487	231.1571052	248.1495225	384.7545078	412.2281582	379.8696664	77.64797642	473.8772507	544.28947
CR589876.1	0	0	0	3.694471943	0.312177769	99.8048602	70.68202519	13.21157969	53.44240959	37.94003449
CR735125.1	0	0	0	0	0	0	0	0	0	0
CR749171.1	0	0	0	0	0	0	0	0	0	0
CR749762.1	0.13585663	0.903724434	0.255004484	1.08326069	0	3.030011628	3.872659835	21.78781664	1.098780438	9.608954609
CR749762.2	0.964271829	2.620320279	6.601662177	7.24387172	29.48855584	26.90095822	11.03833807	32.52118144	38.41551341	25.22403672
CR759764.1	0	0	0.269222467	0	0	0.290494997	4.13736067	0	2.259376241	0
CR759918.1	315.9651735	850.7277344	592.197483	537.1074147	719.153905	797.164399	813.1070614	1881.155079	1520.907869	1072.244392
CR759918.2	0	0	0	0	0	0	0	0	0	0
CR788311.1	0.294650794	0.345084135	0.434265805	1.313535368	1.027943779	2.492458912	0.625469149	14.0891266	6.76215926	2.440836734
CR847529.1	0	1.035102867	0	0	0.148991332	0.644076526	0	0	0	0
CR847803.1	0.164736496	0.216436192	0	0	0.412558331	0.875483379	0	8.82180456	0	0
CR847953.1	33.30733518	154.8707439	168.5521495	345.8398442	293.0064113	832.1092596	850.7712269	1731.02554	875.8933039	461.7787299
CR847953.2	0	0	0	0	0	0	0	0	0	0
CR848665.1	0.331860675	1.582483729	1.168318611	0.344245918	1.112916858	1.119079831	0	9.32899123	1.30612866	21.51057709
CR848683.1	0.327474594	0.799712448	7.713834284	5.748039365	22.32364119	33.58032341	64.99131197	498.5689247	173.5444308	216.871097
CR848683.2	3.596031099	34.72674586	71.09664146	106.6966352	180.1328086	682.1370449	2945.355844	7633.588345	5924.715722	3405.265343
CR848749.1	0.882647657	1.817233048	9.62334922	3.33477689	6.406803669	5.819364507	45.39330233	28.50152639	34.35678342	92.18599036
CR848749.2	22.98332505	25.51827679	15.74757931	14.57057231	31.87163128	24.10248539	48.02292825	80.10787171	233.5196658	901.3262821
CR848836.1	0	0	0.594460244	0	0	0	1.176401376	0	1.727712288	0.901388112
CR854829.1	0	0	0.426330217	0	0.4668266	1.500241463	18.11281072	0.930838674	7.812432119	7.28764366
CR854897.1	1.49379961	4.301271263	3.214289696	5.819711885	4.02101076	17.56575912	17.97171493	32.61591405	47.90215841	43.42881441
CR854897.2	0.524640334	0.374540604	0.271901711	0	0.748632867	0	0.996214286	7.890980897	7.791146758	1.270163816
CR854907.1	0.761985034	0.333738417	4.060349625	6.838677237	1.21810411	31.13794447	9.083022972	23.0966699	10.89818941	20.67721821
CR855379.1	2.818307475	16.61122708	22.76832329	11.95576465	19.33040855	21.05885519	36.58798668	106.7034198	18.59868648	35.94892208
CR855379.2	0	0.970258004	3.083057709	1.577597523	0.808632741	2.789263534	13.45934007	8.28503226	8.173554149	15.89519311
CR855379.3	0	0	3.378113414	0.399758956	0	0	1.60823414	0	8.821433457	2.956724154
CR855389.1	365.8212803	1977.88898	183.4357345	45.77120822	1285.726801	333.8943378	511.5897885	684.6530666	508.8512393	74.91088393
CR855389.2	160.4031662	1079.074501	707.0642135	504.3218001	699.2745675	698.6476089	53.16405039	1767.064337	1080.93084	1611.092561
CR925709.1	1.074752675	20.8709609	26.85574461	43.66522041	33.55412095	92.54827577	284.7287812	100.2499735	174.0805624	66.62805493
CR925709.2	0.763486881	1.359063529	2.849626304	31.03468703	2.511408382	8.642130127	1.073537269	0.580349386	17.84701369	5.401419788
CR925709.3	0.479568024	0.959257053	4.579939879	3.280454048	4.082206246	9.484648963	23.84969036	13.59404333	17.86405011	4.247026294
CR925720.1	0.226085795	0.151950273	0.181646442	0	0.626784867	0	0.627116553	3.87699584	0	1.497027037
CR925728.1	0	0.663722246	0.866796162	0.796345385	0	0.601602447	0	23.03549518	97.6820447	257.1685027
CR925728.2	0	0	0	0	0	0	0.730513567	0	0.917178755	0.607828882
CR925728.3	0.277157933	0.363226882	3.28195834	2.138911222	2.898482871	3.235378274	3.273104389	13.13250143	2.997862948	9.724170507
CR925731.1	1.563163379	9.122419129	4.493288076	1.664016563	4.525289799	7.204555043	12.3291769	49.64354746	21.44454963	42.81946736
CR936540.1	1.748803647	10.13909631	12.33611074	19.42620907	17.62024957	16.88064368	158.751464	297.1940645	524.8496722	425.7826267
CR944667.1	0	0.217613648	0	0	0	0	1.34119543	0	4.188258146	0
CR944667.2	0	0	0.195320119	0	0.132481911	0	0	0.598802404	1.598013802	1.934236048
CR944667.3	0.131437129	0.602407329	0.955073688	0.37378987	0.815312774	3.857712994	6.563223534	12.1608703	6.242452417	21.73547027
CT027718.1	1.007892082	6.568334989	1.054788735	0.37568561	2.440224306	1.209643127	0	2.959774566	1.105460973	1.636125653
CT027748.1	0	0	0	0	0	0	0	0	1.934984691	0
CT027756.1	0.58979029	2.416351438	2.595552547	0.693701988	1.785999934	12.31061098	20.14030268	91.29202252	45.74757052	60.72449679
CT027756.2	0	0.673306066	0	0	0	0.612339192	0.943930612	8.306244449	2.520796554	4.475799295
CT027756.3	0.438376727	2.681231319	0.431439645	1.553208118	1.604245198	0.152125957	4.110027689	15.69754272	3.505827395	0
CT027778.1	0	0	0	0	0	0	0	0	0	0
CT573366.1	0	0	0	0.171659074	0	0.732386072	1.323801954	13.82794385	3.338898404	1.801700007
CT573484.1	2.381132241	8.471275281	7.376648126	7.767090364	8.531111363	11.86282111	5.549145587	55.110837	69.50918122	37.16252327
CT574579.1	0	0	0	0	0	0	0	0	0	0
CTRL	0.147364369	0.37874382	0.11906605	0	3.739680774	0.55704323	0	0	0.644329875	3.859275928
CU041345.1	0.51576288	2.209669915	0.284333694	1.910039181	1.320540354	2.392463687	6.031125422	4.106976173	6.03385539	9.825925684
CU041397.1	0	0	0	0	0	0.570515791	4.100041205	0	0	0
CU137717.1	0.135023825	0.431214163	0.33220868	1.805904355	0.277677502	2.308852824	2.03790504	6.884302656	4.2365416	14.39322704
CU137717.2	0	0	0	0	0	0	0	0.603172735	0	0
CU234171.1	0	7.543499828	0.135221015	0	10.14977299	3.411740863	3.485226245	74.23765021	230.8022017	409.3244652
CU466281.1	0	0	0	0	0	0	0	0	0	0
CU570795.1	0	0.204867656	0.235665647	0	0.210526318	0.719294502	0.598909997	1.12346919	0	0
CU571161.1	0	0	0	0	0	0	0	2.46548326	1.400364077	0
CU571318.1	119.6163965	340.7258695	359.0249723	367.0768443	859.4202421	948.1320881	1641.12539	2166.325848	2042.525177	1243.739626
CU633736.1	0	0.264089138	0	0.137731567	0	0	0.50986589	0	0	0
CU633855.1	0	0.215521882	0.603438789	0.605049789	0	0	4.022653233	3.40903748	0	0.540891425
CU655829.1	0.530760362	1.108896815	0	0.206317446	0.796550038	0.875970047	5.375982647	0.850991432	2.55036955	0
CU655961.1	11.43343508	53.83161893	72.04109654	91.70839256	63.54466558	113.1238614	245.1256249	494.5887115	285.4894979	179.5025588
CU655961.2	32.01915736	51.77602537	60.04483901	96.43375209	104.9939111	201.6133477	441.6416776	1406.034349	902.6879689	808.0378303
CU655961.3	4.282997108	23.54462316	6.017258349	8.531839126	12.8524837	29.35407907	38.63244629	21.73910498	45.77508626	24.52400754
CU655961.4	0.935802003	9.863484757	5.129013723	2.06864736	0.540672924	11.3900914	77.5235181	25.43771272	13.61362393	0
CU682604.1	0	0	0	0	0	0	0	0	0	0
CU682640.1	0.286863549	0	0	0	0	0.581371816	0	0.542122997	6.113407629	8.267272805
CU693481.1	0	0	0.776947742	0.737799086	2.165573647	1.293277734	27.09590361	25.47390152	122.223734	103.5522952
CU855934.1	0	0.366793253	0	0.269665333	0.512624616	0.523286248	0	0	0	0
CU927920.1	0.264075218	0	0.399992494	0	0	0.513373374	0	2.715456691	0	1.093135158
CU929115.1	1.273423502	3.482156318	0.815034159	3.492540374	6.037593207	9.556784766	26.72541613	92.57452501	64.36723791	99.85093897
CU929115.2	0.195141001	0	0.889699959	0.738888068	0.798959513	0.4206276	7.550903024	0.628693544	24.51909368	8.143669451
CU929146.1	0	0	0	0	0	0	0	0	0	0
CU929146.2	0	0	0	0	0	0	0	0	0	0
CU929146.3	0.125767185	0.246008531	0.178574623	0.489524218	0	0.626174252	0	0	0	0
CU929391.1	29.44095765	214.3998432	58.24865606	46.42953745	81.30869528	121.222412	178.229399	422.8832268	261.8298767	373.4882066
CU929391.2	12.9098259	106.929072	44.75760759	72.27066426	61.69091085	175.4174478	273.5567515	401.768993	426.7328475	274.7646721
CU929391.3	0.834454559	6.814822381	0.584837851	0.21308784	2.435519228	1.779544587	1.086248127	4.465018625	12.13465229	9.636377232
CU929459.1	0	0	0	0.489620106	0	0.574547499	3.732736423	0.612294855	1.047010828	2.289901578
DHX35	168.7584805	483.8462641	358.11106	519.2690846	531.2349042	557.8952013	531.6452097	623.8702155	664.7687767	547.0469373
DMWD	30.4007265	132.0929813	147.2658135	182.4333863	127.731209	219.2915951	754.055336	932.9996606	413.4769283	520.034566
DYNC2H1	87.55924853	336.8411139	362.6500048	389.6028323	585.1695848	658.4734599	1532.707344	2298.126908	1408.661645	1290.518717
ENSDARG00000092713	0	0	0.375319009	0.110337522	0	0.166417049	0	1.219809664	2.55036955	0
ENSDARG00000105169	0.16558485	0	0	0	0	0	2.044571493	0	0	0
FO704909.2	1.579575758	11.51350047	3.223876909	2.108545083	5.797145938	4.78380941	6.307637958	12.31045955	16.56706989	5.663572292
FO904870.1	1.730737185	4.623976302	8.918010918	2.900427008	6.865411776	6.366147083	9.370374705	44.7283597	49.80130132	27.46740872
FP017158.1	0	0	0	0	0	0.214606105	0	0	0.973141263	0
FP102158.1	1.298079077	3.620145255	6.921272082	2.293718536	3.535653547	7.104689045	32.07503596	28.98500335	43.05502739	26.54490868
FP102169.1	20.46046305	69.7469658	36.00900766	10.7835796	7.363345115	14.44042088	25.98720934	98.23346341	59.19766535	42.02189914
FP102309.1	3.240580223	14.38828899	7.704050277	2.113515401	8.526036006	2.900656108	5.099495127	12.86132185	8.06549057	9.364817544
FP102309.2	0	0	0	0	0	0	0	0	0	0
FP340266.1	0.207934799	0.285575589	0	0.196784546	0.210384581	0	0	0.808668911	0	2.088990853
FQ323119.1	22.93539693	1533.698984	1226.084624	1606.690119	859.4863844	998.2697158	2845.002025	10229.25411	7467.969586	2964.477081
GGT7	3.7776104	17.67148267	9.599795978	16.66489263	30.02424933	27.57041907	135.3169113	217.5828966	139.0840128	159.1982997
GUCY1A2	1.895938191	4.255306267	0.127771032	1.404990925	5.095500185	7.956132031	64.41143923	196.8368456	51.83362827	122.5185995
IQSEC1	0.944882137	1.562651483	0.911238818	10.62598473	5.407506235	53.68117043	401.6211939	773.9242197	532.5278573	423.5563534
LO017700.2	2.588041846	13.92863963	2.414852525	3.425189019	11.01401272	13.91402871	26.0612779	99.41874704	6.114431199	58.17113672
LO017835.1	3.342593278	46.70002743	11.87890833	76.37064358	28.95504744	48.97207498	152.7451216	276.0439186	120.1687208	63.60475787
LO018107.1	0	0	0.174593196	0.234153663	0	1.105088727	2.213368918	3.836030566	87.51064134	7.226866351
LO018197.1	31.1943065	164.0862286	94.3967262	140.9682696	158.6550123	153.7155787	260.4445454	218.2493454	279.5818817	282.4811069
MAGI3	7.184937147	59.97837731	84.75549764	140.8179607	147.9398594	191.8407304	848.3986564	1013.31987	1793.740984	1088.434914
MB21D2	14.26853816	113.0019153	54.1591708	80.07383711	57.79517687	153.101578	175.2604134	223.5606105	151.2680153	104.9013324
NAV1	176.0582792	879.9012698	541.1316461	446.3309518	310.3326213	548.5350104	1877.814922	2648.345771	1656.73808	934.8760992
P4HTM	1.090152054	14.14930589	24.31743397	71.77688458	45.52117993	134.0148939	312.5969992	2100.980622	644.0549187	1165.535092
PCMTD2	9.917515896	82.74573067	27.73012076	75.48674158	61.64032165	97.50211165	403.2104189	749.6948796	307.990336	359.1979751
PDZD4-1	0.201564128	0.709864909	1.346017053	4.805072214	7.52032078	52.59659013	139.3723417	868.3105297	92.72156552	152.7714765
PRSS35	2.970241776	3.967696128	21.32840269	11.75396021	20.65069076	37.16505246	17.76472024	59.90666572	109.7426004	69.65132698
RSBN1	448.3846738	1934.225181	1201.996704	1715.535919	1792.40977	3163.176076	3029.426585	6789.001453	4478.960491	6454.591213
SAMD4B	50.57347796	226.4208944	164.7788803	181.7334979	206.0848258	310.5540732	750.7756972	8871.655013	2209.265223	41485.08231
SGPP2	1.726656138	4.47279709	32.92575038	5.563645677	39.93497634	15.23038285	113.908095	61.9153909	178.0854136	61.3937791
SRMS	6.254982578	39.35613869	42.07345734	28.25888429	64.29233782	90.28107189	184.8516883	619.7054156	623.037141	403.0806087
TNNC2	0	0.201332822	0.924398901	2.330393556	0.857983169	51.06915227	5.172934065	51.25776476	458.7891089	25.54091657
ZNF512B	0.666752102	10.09400596	5.057856834	9.505759434	8.911714571	49.45085678	348.1120208	1519.166034	1201.585368	996.9692833
aar2	257.2341837	2355.289112	803.8173209	1864.563471	1093.025881	2000.458286	1355.361803	2153.424447	2758.995829	2468.718831
aasdhppt	59.89995161	414.8967052	212.8819563	521.7564639	458.3929937	979.216244	982.4374654	1612.888466	5029.200677	4286.887364
abhd6b	0	1.49589687	3.67500563	5.48802319	1.691450863	7.883851	12.01009636	152.959252	104.3598264	233.5533628
acsl3a	2.786812638	4.598327328	34.21183252	10.78117262	121.1944223	45.23982631	258.912762	129.0355021	704.1697079	236.6965897
acss2	225.3911346	1071.759611	729.1130577	1154.828906	1303.265913	2624.356711	4190.754534	5218.448403	3774.39198	2341.413808
actn4	291.5961452	2037.289009	1529.904175	2771.58015	3064.333092	4947.825224	18785.72177	11360.77522	20825.07329	8066.538133
ada	0.961190709	2.634449417	3.50839139	0.476776897	7.326963226	36.90267495	901.2370129	3076.38554	5249.155398	3989.970236
adcy6a	35.3839055	181.6676011	82.39536362	124.6441329	153.3971432	627.4112697	1454.8327	2604.157341	3365.656085	2549.517157
adnpb	196.9487381	881.299752	484.9850146	686.4384908	894.8443735	1386.525724	2715.667866	3915.818471	2169.480131	2319.081744
adrm1	1546.368796	6792.588024	2734.062458	5334.001069	6256.53607	8770.415466	9431.229527	13187.26291	9940.965172	7022.573034
adtrp1	79.13775137	595.0260972	380.3762818	608.4118636	496.6515763	1366.553649	2500.443361	7519.069624	8390.543055	5267.595977
agfg1a	91.40492637	338.1930588	250.5508498	410.5494642	474.0975736	1283.676745	1845.667936	1841.604598	2226.681396	1959.190823
agmo	1.649518917	8.331675908	2.512335328	4.749132668	5.616806744	31.07504914	457.7350806	715.6585489	4554.081138	2445.091857
agrn	296.1725318	2868.717148	2535.75671	4735.994406	4847.266142	10609.88557	20661.12511	31336.39032	30023.78805	11028.59772
alp3	0.639843507	4.116563212	13.29390207	30.4603662	2.044389902	70.83622265	133.8630113	11.76890757	103.6612363	148.9531671
anapc15	340.7161001	2050.805949	1333.704262	2047.848825	1808.188015	4120.566357	3269.043982	8020.346404	5034.953417	2323.136701
ankmy2a	78.30859754	452.2572372	292.8642139	626.464746	424.3031229	770.4758355	1063.198611	1874.655707	1045.825987	908.6238509
anks1aa	12.66160893	70.43850491	80.34452225	104.7574544	151.9343277	228.5007254	522.0840232	332.0369178	455.7166997	270.184127
ano11	0.353003602	1.50956199	2.394667182	12.18717039	1.74377868	5.283638892	0	70.85961919	10.97650414	92.709589
ap1s3a	0.834684354	3.976600177	1.512860276	2.349845867	6.406200966	15.6798514	94.45843208	313.4988039	279.5978069	245.9396298
ap4b1	22.28607833	139.7584422	114.4820912	285.9501558	122.9691299	324.9118606	519.1767635	1082.646181	688.3293886	426.8330988
aplp1	18.38555481	151.4861928	143.4792205	157.749847	188.2286429	1595.79263	2458.878807	34434.4627	4553.750262	18169.77389
apobec2b	0.52452399	0.731462149	0.241820415	0.59386206	3.051785017	0.936906994	0	21.60098589	13.50773014	5.70675971
arfgef2	49.600591	275.8696956	188.9542657	359.3095177	279.8690192	619.3818487	1140.953998	1261.017049	1815.960201	1344.017593
arfip2a	17.49593021	132.7064579	120.978768	220.3559912	291.2460837	579.8457301	1379.250019	5054.435424	1603.004359	2759.580614
arhgap4a	9.396906255	51.59679529	38.6451723	60.55628772	56.6697494	111.9648954	317.3871934	179.5274812	996.1450861	296.3737314
arhgap4b	7.912340368	48.61682763	15.09432078	18.88645516	32.46635134	220.8818882	608.825989	1403.754775	739.5521267	855.1768416
arhgef10lb	9.292079826	63.6733359	184.063493	282.34607	235.2862346	607.1716926	993.0229148	1995.194959	1372.483182	700.3624974
arhgef19	2.155262305	84.48599403	81.99825661	119.6341435	92.66664125	179.7309595	441.5508577	128.4013487	682.6507593	105.9987395
arhgef28b	0	3.593118421	0.748978072	0.29534243	1.418961426	0.427697715	11.17815258	37.4771107	59.91522461	46.39963814
arhgef3l	3.043238678	11.56645373	3.716313703	10.91031736	24.57330753	93.27688777	106.8114132	123.2532836	431.7720156	695.9791167
arl4aa	488.1542227	2041.439944	1400.943827	1854.042669	1685.365545	6662.008787	5073.396368	5320.896912	5457.953602	2847.527936
arl6ip5b	16.26553742	162.3666912	293.5221083	486.1513575	936.7992836	1557.022178	3020.295416	10912.10755	11010.90883	11863.48073
asb14b	0	0.34783815	2.755482295	1.730497853	0.365430297	31.36104937	80.71423545	7.727415878	14.76335773	9.557270044
atg16l1	172.9704349	781.0060187	713.3274668	754.2667884	866.5757928	1628.485254	2783.568917	5164.029302	4740.440159	3416.468668
atp13a2	17.06725955	132.3276677	47.67614279	130.8259159	170.2540839	298.7582203	707.945017	519.3694024	1016.677263	453.7025326
atp2b3b	3.61039899	20.39046073	16.02364495	39.66362866	29.34698098	445.1494621	231.1481107	7287.297716	1012.955658	4493.054574
atp6ap1a	2.65011742	11.72971051	21.32428866	61.8530149	98.04914135	562.9318314	1059.912234	13227.93299	2358.655623	6902.010653
atp6ap1b	255.727935	1325.21752	746.0903633	1323.576514	1385.220001	2759.3397	4399.085904	3501.032984	6487.034326	3464.035521
atp6ap1lb	1.886367718	15.50138065	17.31905154	15.23518423	20.07069757	75.6686621	148.4254398	4374.932344	603.5523909	6391.736497
avpr2aa	0.193532152	0.28971231	1.684644944	0.904461368	0.481137475	2.505571804	23.66172603	100.4021496	113.5625891	52.9108187
avpr2ab	1.524321204	7.327298788	3.72989896	10.61738468	6.508133719	22.63300783	33.77235874	152.8943831	198.7252365	105.5019501
b3glcta	22.66154457	125.3458269	87.25668078	162.5034776	165.4957578	384.5342681	1105.852673	1820.803838	1722.207549	813.1124606
b4galt3	13.28197219	63.37136777	24.79743394	36.24002234	30.13806933	29.55755859	124.5578669	229.1513076	283.2155919	274.9250036
b4galt5	0.647532969	0.892781058	11.20586736	10.79931153	13.48856034	65.87897507	157.3997736	205.7106871	302.972407	272.6803482
bag6	564.5337427	1948.159286	1437.272856	1771.687414	2006.451174	2837.593686	3799.51355	5677.814121	4294.285687	3145.240629
baz2a	1687.694425	7440.092174	4384.341296	5272.128098	5954.774927	9483.94162	12937.47828	19700.16739	15362.15195	10285.2016
bcl2l1	244.7513071	1861.498187	1056.208089	1302.8063	1189.749307	1921.754772	2416.834178	7711.354517	10502.23669	7667.299996
bgnb	2.515285613	20.64097884	13.02828488	14.61106662	14.28398083	36.81398191	1579.694582	2569.62731	5231.993077	2924.199561
bhlhe23	1.182769085	9.342906604	6.669547956	18.29168956	25.58334344	19.16710962	306.366347	9874.967464	343.2268681	3261.477381
birc7	1.150905237	4.472741023	5.267764777	3.070862982	3.942747758	29.85413818	67.44204918	27.4566129	64.46021241	38.60799576
bloc1s3	17.56553848	239.3709723	110.0314904	297.5215748	311.8082422	971.8356852	860.6481794	1754.919438	1361.159016	1084.89252
bmp7b	4.989676379	47.24417128	59.52065564	133.0587937	295.6446678	348.2034953	1146.421662	1599.82136	1655.840286	1281.058547
brca2	314.8826803	1280.883553	682.8394387	864.7961278	1030.524139	1348.240419	1643.222542	1022.99037	1911.224702	433.596036
c1qtnf12	10.24625491	99.01497945	136.1243652	497.7099754	467.9816643	1160.961455	3942.01622	3162.678152	6063.158766	2478.296086
c1qtnf7	0.392239521	1.844039548	1.539339455	0.361411016	3.849448882	0.991900176	10.46934795	60.96387768	65.77303673	52.32820892
c4	7.814908289	45.98900127	94.68975852	99.90224401	189.0751925	429.7761842	603.6242323	3690.039535	1105.417101	1820.260567
ca6	0.585868897	0.837541521	84.53816249	552.0949105	1053.933557	2224.72453	25566.37998	15065.97333	19104.70221	7524.828734
cab39	83.13168314	525.6721288	236.4085152	340.8589481	335.2164772	495.1843313	714.1959761	1051.689009	929.6311156	587.0981023
cables2b	12.63960148	36.40254587	72.25871621	58.01977507	50.77247759	87.03307186	343.0320169	961.8535275	1234.465209	1429.34026
cacnb3a	0.547197712	5.387733162	4.714504983	4.004638243	10.24440579	13.92423834	15.85365746	265.4215374	51.69461865	135.3142286
camkvl	0.585741022	1.539673113	0.525013093	0.198385154	0.890047968	12.48818334	14.31625779	2022.357471	221.2074609	1311.54083
casp9	36.15725491	140.7161477	114.5039553	130.2068915	215.138105	263.512909	717.4439171	2285.126199	1392.50871	1325.663538
cc2d2a	291.2306805	1136.456461	789.3057618	1066.041741	978.6537425	1335.608072	2209.150855	4268.028775	1876.736608	2254.007413
ccdc105	0.15670297	3.177007642	9.368170271	8.987817468	5.682398238	8.75499969	31.30930934	41.93032352	90.43610791	43.8894755
ccdc115	137.0369963	1239.231689	403.1253723	700.2586117	1071.178074	1844.175661	1977.064615	5037.952695	2741.435954	2644.625305
ccdc30	188.3449974	943.7974389	656.3263231	731.2379321	711.3310095	1113.471661	2172.599435	3015.774644	2729.799249	4175.349776
ccm2l	0.165087329	14.67105572	18.81085091	55.36317843	26.16682925	139.5925719	426.0199333	408.9196158	845.2981891	522.7572196
ccn5	0	0.399681216	0.176906611	0.467486351	0.192696798	0.514085973	40.46866898	139.4509723	189.9610371	104.4977078
ccnq	129.3699955	1356.230539	537.4021761	889.2684078	752.3196651	1776.117841	1390.810374	1659.350721	1638.15464	924.1312223
cdc42l2	9.484549092	35.82682645	51.37668191	120.8773226	74.00117519	199.9712707	131.2075518	214.139123	446.1678133	148.829341
cdh26.1	12.37631373	24.9865583	66.74793474	51.75585033	215.7796025	479.7960966	743.4304004	272.7790625	1107.16572	240.4045642
cdh26.2	2.028413962	3.322511773	57.0493383	17.60854573	30.68891264	30.25232273	1512.651048	255.1532828	871.4259974	340.7171279
cep57	19.72130811	72.55244057	72.49770053	56.18439106	76.01955662	89.62367369	134.4737505	225.45499	212.5084491	117.254415
cfap126	6.304483395	180.8244888	42.84836933	121.6315198	188.0079238	191.8815232	903.4003497	208.0830571	387.4598906	137.5762746
chia.4	24.1565013	74.18414021	20.27674005	23.42902164	7.004409307	3.63684688	6.118803288	28.86265668	8.399448611	25.33014764
chia.6	0	0.533020968	0.937198737	0.813226783	1.747330492	0	9.133212381	137.1958889	46.17415151	71.15036853
chia.6-1	2.624345464	10.68428987	10.79729818	33.46703665	4.823960051	4.658685842	110.2503618	147.0763305	732.3405504	343.446137
chl1a	19.9857444	933.7053653	1456.446738	3283.15408	2992.001221	3753.832028	5888.686358	9151.398196	12437.65612	5844.193055
chordc1a	51.86980682	450.5419992	237.6523203	660.4313833	390.9760953	1707.132635	1546.118572	1767.906891	2964.719183	1076.187002
chrd	1614.629934	7861.236139	1242.893267	868.932277	502.8109091	219.3327993	556.3941998	1605.898857	1179.572925	682.5521614
chrna10a	0	0.217150542	0.185325907	0	0.406914105	0.905308118	3.064811554	225.6258878	47.9678348	236.3109181
clcn2c	4.647623671	55.46851471	8.416277192	10.2835683	16.35435107	7.470444181	69.2597736	123.8679056	1345.689176	1264.547179
clcnk	0.928766901	4.811443527	14.3656103	7.489734292	2.756406877	22.99361942	21.78723733	65.19569079	286.3412346	100.1947533
cldn15lb	0.200292422	1.457295332	11.19657956	22.59433316	1.332071112	31.00666248	310.1534205	769.1805653	2117.641804	1803.577627
cldn17	426.6155866	332.4595235	2567.10205	1020.324372	2244.290879	1827.318299	4158.053688	10902.8955	5326.091339	17266.93949
clpb	32.97746169	123.6690476	91.16577576	124.4804531	229.8048913	474.253598	1039.700761	3038.218257	2412.734255	2372.09693
cnbpa	8311.84127	60138.16299	30236.6441	38355.21329	28988.83789	57112.35033	26372.38281	37202.52046	48399.1192	43196.2286
cntn3a.1	0	0.465672089	16.73699164	17.2899446	10.14327615	61.01950529	96.60502475	1047.538899	547.7384125	1013.169816
cntn3a.2	0.406502311	1.656648609	3.214791359	2.108093973	2.231487265	7.409556569	38.94216022	154.7276253	70.71815777	50.83293369
col4a3	0.613216758	1.702638862	11.10479797	71.86284967	478.7455227	581.2035354	1290.568719	642.3443885	2248.84925	560.9064724
col4a4	1.206084484	6.045144744	12.71472917	92.87646386	456.9559558	1479.419017	2077.862588	826.0088588	2940.098951	453.3713425
col9a3	20.28142246	482.0723242	407.1095194	1244.835435	1434.370965	2429.033821	53368.61259	52175.92576	103648.9824	3469.433972
commd7	319.6689323	2382.210687	743.944671	1582.23982	1654.735918	4556.19097	5233.805335	8317.811612	7021.232556	4118.293888
cox4i2	29.65026975	750.0114474	107.1599477	221.2737707	125.2188401	384.1432715	2035.284404	20686.16676	9293.512952	30096.17828
cpeb2	34.16855479	230.5944494	240.0832278	332.8947244	169.4299102	619.5459654	570.5398057	2946.405285	563.0982305	1314.600181
crppa	37.31866913	488.047446	201.0613167	261.4916237	476.6192253	1209.740871	1712.630462	4460.440305	4842.2227	2922.469042
csrp1a	192.926996	1281.252588	1395.149857	2923.587202	2295.856275	3705.18695	6980.742468	5989.125849	15359.71398	9032.947257
